Country;Year;Series;Capital city;Value
Bulgaria;2010;Capital city population(thousands) ;Sofia;1216
Bulgaria;2010;Capital city population(as a percentage of total population);Sofia;16.4
Bulgaria;2010;Capital city population(as a percentage of total urban population);Sofia;22.7
Bulgaria;2015;Urban population(percent);;74.0
Bulgaria;2015;Urban population(percent growth rate per annum);;-0.2
Bulgaria;2015;Rural population(percent growth rate per annum);;-1.9
Bulgaria;2015;Capital city population(thousands) ;Sofia;1256
Bulgaria;2015;Capital city population(as a percentage of total population);Sofia;17.5
Bulgaria;2015;Capital city population(as a percentage of total urban population);Sofia;23.6
Bulgaria;2018;Urban population(percent);;75.0
Bulgaria;2018;Capital city population(thousands) ;Sofia;1272
Burkina Faso;2005;Urban population(percent);;21.5
Burkina Faso;2005;Urban population(percent growth rate per annum);;6.7
Burkina Faso;2005;Rural population(percent growth rate per annum);;2.0
Burkina Faso;2005;Capital city population(thousands) ;Ouagadougou;1328
Burkina Faso;2005;Capital city population(as a percentage of total population);Ouagadougou;9.9
Burkina Faso;2005;Capital city population(as a percentage of total urban population);Ouagadougou;45.9
Burkina Faso;2010;Urban population(percent);;24.6
Burkina Faso;2010;Urban population(percent growth rate per annum);;5.7
Burkina Faso;2010;Rural population(percent growth rate per annum);;2.2
Burkina Faso;2010;Capital city population(thousands) ;Ouagadougou;1742
Burkina Faso;2010;Capital city population(as a percentage of total population);Ouagadougou;11.2
Burkina Faso;2010;Capital city population(as a percentage of total urban population);Ouagadougou;45.3
Burkina Faso;2015;Urban population(percent);;27.5
Burkina Faso;2015;Urban population(percent growth rate per annum);;5.2
Burkina Faso;2015;Rural population(percent growth rate per annum);;2.2
Burkina Faso;2015;Capital city population(thousands) ;Ouagadougou;2200
Burkina Faso;2015;Capital city population(as a percentage of total population);Ouagadougou;12.2
Burkina Faso;2015;Capital city population(as a percentage of total urban population);Ouagadougou;44.1
Burkina Faso;2018;Urban population(percent);;29.4
Burkina Faso;2018;Capital city population(thousands) ;Ouagadougou;2531
Burundi;2005;Urban population(percent);;9.4
Burundi;2005;Urban population(percent growth rate per annum);;5.5
Burundi;2005;Rural population(percent growth rate per annum);;2.7
Burundi;2005;Capital city population(thousands) ;Bujumbura;412
Burundi;2005;Capital city population(as a percentage of total population);Bujumbura;5.6
Burundi;2005;Capital city population(as a percentage of total urban population);Bujumbura;59.2
Burundi;2010;Urban population(percent);;10.6
Burundi;2010;Urban population(percent growth rate per annum);;5.9
Burundi;2010;Rural population(percent growth rate per annum);;3.0
Burundi;2010;Capital city population(thousands) ;Bujumbura;556
Burundi;2010;Capital city population(as a percentage of total population);Bujumbura;6.3
Burundi;2010;Capital city population(as a percentage of total urban population);Bujumbura;59.6
Burundi;2015;Urban population(percent);;12.1
Burundi;2015;Urban population(percent growth rate per annum);;5.6
Burundi;2015;Rural population(percent growth rate per annum);;2.7
Burundi;2015;Capital city population(thousands) ;Bujumbura;751
Burundi;2015;Capital city population(as a percentage of total population);Bujumbura;7.4
Burundi;2015;Capital city population(as a percentage of total urban population);Bujumbura;61.0
Burundi;2018;Urban population(percent);;13.0
Burundi;2018;Capital city population(thousands) ;Bujumbura;899
Cabo Verde;2005;Urban population(percent);;57.7
Cabo Verde;2005;Urban population(percent growth rate per annum);;3.3
Cabo Verde;2005;Rural population(percent growth rate per annum);;-0.2
Cabo Verde;2010;Urban population(percent);;61.8
Cabo Verde;2010;Urban population(percent growth rate per annum);;2.5
Cabo Verde;2010;Rural population(percent growth rate per annum);;-0.9
Cabo Verde;2015;Urban population(percent);;64.3
Cabo Verde;2015;Urban population(percent growth rate per annum);;2.0
Cabo Verde;2015;Rural population(percent growth rate per annum);;-0.2
Cabo Verde;2018;Urban population(percent);;65.7
Cabo Verde;2018;Capital city population(thousands) ;Praia;168
Cambodia;2005;Urban population(percent);;19.2
Cambodia;2005;Urban population(percent growth rate per annum);;2.4
Cambodia;2005;Rural population(percent growth rate per annum);;1.6
Cambodia;2005;Capital city population(thousands) ;Phnom Penh;1317
Cambodia;2005;Capital city population(as a percentage of total population);Phnom Penh;9.9
Cambodia;2005;Capital city population(as a percentage of total urban population);Phnom Penh;51.8
Cambodia;2010;Urban population(percent);;20.3
Cambodia;2010;Urban population(percent growth rate per annum);;2.6
Cambodia;2010;Rural population(percent growth rate per annum);;1.2
Cambodia;2010;Capital city population(thousands) ;Phnom Penh;1523
Cambodia;2010;Capital city population(as a percentage of total population);Phnom Penh;10.6
Cambodia;2010;Capital city population(as a percentage of total urban population);Phnom Penh;52.4
Cambodia;2015;Urban population(percent);;22.2
Cambodia;2015;Urban population(percent growth rate per annum);;3.4
Cambodia;2015;Rural population(percent growth rate per annum);;1.1
Cambodia;2015;Capital city population(thousands) ;Phnom Penh;1779
Cambodia;2015;Capital city population(as a percentage of total population);Phnom Penh;11.5
Cambodia;2015;Capital city population(as a percentage of total urban population);Phnom Penh;51.7
Cambodia;2018;Urban population(percent);;23.4
Cambodia;2018;Capital city population(thousands) ;Phnom Penh;1952
Cameroon;2005;Urban population(percent);;48.5
Cameroon;2005;Urban population(percent growth rate per annum);;3.9
Cameroon;2005;Rural population(percent growth rate per annum);;1.5
Cameroon;2005;Capital city population(thousands) ;Yaoundé;1781
Cameroon;2005;Capital city population(as a percentage of total population);Yaoundé;10.2
Cameroon;2005;Capital city population(as a percentage of total urban population);Yaoundé;21.1
Cameroon;2010;Urban population(percent);;51.6
Cameroon;2010;Urban population(percent growth rate per annum);;3.9
Cameroon;2010;Rural population(percent growth rate per annum);;1.5
Cameroon;2010;Capital city population(thousands) ;Yaoundé;2349
Cameroon;2010;Capital city population(as a percentage of total population);Yaoundé;11.8
Cameroon;2010;Capital city population(as a percentage of total urban population);Yaoundé;22.8
Cameroon;2015;Urban population(percent);;54.6
Cameroon;2015;Urban population(percent growth rate per annum);;3.8
Cameroon;2015;Rural population(percent growth rate per annum);;1.4
Cameroon;2015;Capital city population(thousands) ;Yaoundé;3097
Cameroon;2015;Capital city population(as a percentage of total population);Yaoundé;13.6
Cameroon;2015;Capital city population(as a percentage of total urban population);Yaoundé;24.8
Cameroon;2018;Urban population(percent);;56.4
Cameroon;2018;Capital city population(thousands) ;Yaoundé;3656
Canada;2005;Urban population(percent);;80.1
Canada;2005;Urban population(percent growth rate per annum);;1.1
Canada;2005;Rural population(percent growth rate per annum);;0.3
Canada;2005;Capital city population(thousands) ;Ottawa;1122
Canada;2005;Capital city population(as a percentage of total population);Ottawa;3.5
Canada;2005;Capital city population(as a percentage of total urban population);Ottawa;4.3
Canada;2010;Urban population(percent);;80.9
Canada;2010;Urban population(percent growth rate per annum);;1.3
Canada;2010;Rural population(percent growth rate per annum);;0.3
Canada;2010;Capital city population(thousands) ;Ottawa;1218
Canada;2010;Capital city population(as a percentage of total population);Ottawa;3.6
Canada;2010;Capital city population(as a percentage of total urban population);Ottawa;4.4
Canada;2015;Urban population(percent);;81.3
Canada;2015;Urban population(percent growth rate per annum);;1.1
Canada;2015;Rural population(percent growth rate per annum);;0.7
Canada;2015;Capital city population(thousands) ;Ottawa;1308
Canada;2015;Capital city population(as a percentage of total population);Ottawa;3.6
Canada;2015;Capital city population(as a percentage of total urban population);Ottawa;4.5
Canada;2018;Urban population(percent);;81.4
Canada;2018;Capital city population(thousands) ;Ottawa;1363
Cayman Islands;2005;Urban population(percent);;100.0
Cayman Islands;2005;Urban population(percent growth rate per annum);;3.1
Cayman Islands;2005;Rural population(percent growth rate per annum);;0.0
Cayman Islands;2010;Urban population(percent);;100.0
Cayman Islands;2010;Urban population(percent growth rate per annum);;2.6
Cayman Islands;2010;Rural population(percent growth rate per annum);;0.0
Cayman Islands;2015;Urban population(percent);;100.0
Cayman Islands;2015;Urban population(percent growth rate per annum);;1.5
Cayman Islands;2015;Rural population(percent growth rate per annum);;0.0
Cayman Islands;2018;Urban population(percent);;100.0
Cayman Islands;2018;Capital city population(thousands) ;George Town;35
Central African Republic;2005;Urban population(percent);;38.1
Central African Republic;2005;Urban population(percent growth rate per annum);;2.1
Central African Republic;2005;Rural population(percent growth rate per annum);;1.8
Central African Republic;2005;Capital city population(thousands) ;Bangui;644
Central African Republic;2005;Capital city population(as a percentage of total population);Bangui;15.6
Central African Republic;2005;Capital city population(as a percentage of total urban population);Bangui;41.0
Central African Republic;2010;Urban population(percent);;38.9
Central African Republic;2010;Urban population(percent growth rate per annum);;1.9
Central African Republic;2010;Rural population(percent growth rate per annum);;1.2
Central African Republic;2010;Capital city population(thousands) ;Bangui;717
Central African Republic;2010;Capital city population(as a percentage of total population);Bangui;16.1
Central African Republic;2010;Capital city population(as a percentage of total urban population);Bangui;41.4
Central African Republic;2015;Urban population(percent);;40.3
Central African Republic;2015;Urban population(percent growth rate per annum);;1.1
Central African Republic;2015;Rural population(percent growth rate per annum);;0.0
Central African Republic;2015;Capital city population(thousands) ;Bangui;798
Central African Republic;2015;Capital city population(as a percentage of total population);Bangui;17.6
Central African Republic;2015;Capital city population(as a percentage of total urban population);Bangui;43.6
Central African Republic;2018;Urban population(percent);;41.4
Central African Republic;2018;Capital city population(thousands) ;Bangui;851
Chad;2005;Urban population(percent);;21.8
Chad;2005;Urban population(percent growth rate per annum);;3.9
Chad;2005;Rural population(percent growth rate per annum);;3.7
Chad;2005;Capital city population(thousands) ;N'Djamena;827
Chad;2005;Capital city population(as a percentage of total population);N'Djamena;8.2
Chad;2005;Capital city population(as a percentage of total urban population);N'Djamena;37.7
Chad;2010;Urban population(percent);;22.0
Chad;2010;Urban population(percent growth rate per annum);;3.5
Chad;2010;Rural population(percent growth rate per annum);;3.3
Chad;2010;Capital city population(thousands) ;N'Djamena;991
Chad;2010;Capital city population(as a percentage of total population);N'Djamena;8.3
Chad;2010;Capital city population(as a percentage of total urban population);N'Djamena;37.9
Chad;2015;Urban population(percent);;22.5
Chad;2015;Urban population(percent growth rate per annum);;3.8
Chad;2015;Rural population(percent growth rate per annum);;3.1
Chad;2015;Capital city population(thousands) ;N'Djamena;1187
Chad;2015;Capital city population(as a percentage of total population);N'Djamena;8.5
Chad;2015;Capital city population(as a percentage of total urban population);N'Djamena;37.6
Chad;2018;Urban population(percent);;23.1
Chad;2018;Capital city population(thousands) ;N'Djamena;1323
Channel Islands;2005;Urban population(percent);;30.7
Channel Islands;2005;Urban population(percent growth rate per annum);;0.9
